AEP1,AEP2,AEP3,AEP4,AEP5,AEP6,AEP7,AEP8,AEP9,AEP10,AEP11,AEP12,AEP13,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,RPM,DIAM,POWER,CP
7003.7,8789.8,10588,12342,14015,15584,17033,18355,19545,20601,21521,22306,22958,56531,2.04E+05,4.47E+05,8.08E+05,1.31E+06,1.97E+06,2.78E+06,3.55E+06,3.92E+06,3.99E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,15.426,130,4.00E+06,0.51
7817.1,9680,11524,13299,14973,16527,17951,19242,20396,21414,22295,23042,23657,73935,2.46E+05,5.28E+05,9.46E+05,1.52E+06,2.25E+06,3.05E+06,3.70E+06,3.95E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,10.231,140,4.00E+06,0.51
7871.4,9750.1,11607,13392,15072,16630,18057,19347,20500,21516,22394,23138,23749,73935,2.46E+05,5.28E+05,9.46E+05,1.52E+06,2.27E+06,3.12E+06,3.75E+06,3.97E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,10.913,140,4.00E+06,0.51
7896.6,9783,11647,13436,15120,16680,18107,19397,20550,21564,22441,23183,23794,73935,2.46E+05,5.28E+05,9.46E+05,1.52E+06,2.28E+06,3.15E+06,3.77E+06,3.97E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,11.596,140,4.00E+06,0.51
7906.2,9795.6,11662,13453,15138,16699,18127,19417,20570,21584,22460,23202,23811,73935,2.46E+05,5.28E+05,9.46E+05,1.52E+06,2.28E+06,3.16E+06,3.78E+06,3.97E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,12.278,140,4.00E+06,0.51
7908.2,9798.3,11665,13457,15142,16703,18131,19422,20574,21588,22464,23206,23815,73935,2.46E+05,5.28E+05,9.46E+05,1.52E+06,2.28E+06,3.16E+06,3.79E+06,3.98E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,12.96,140,4.00E+06,0.51
7908.3,9798.3,11665,13457,15142,16703,18131,19422,20574,21588,22465,23206,23815,73935,2.46E+05,5.28E+05,9.46E+05,1.52E+06,2.28E+06,3.16E+06,3.79E+06,3.98E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,13.642,140,4.00E+06,0.51
7908.3,9798.3,11665,13457,15142,16703,18131,19422,20574,21588,22465,23206,23815,73935,2.46E+05,5.28E+05,9.46E+05,1.52E+06,2.28E+06,3.16E+06,3.79E+06,3.98E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,14.324,140,4.00E+06,0.51
8745.2,10704,12609,14414,16093,17633,19032,20288,21402,22376,23213,23915,24487,92940,2.91E+05,6.15E+05,1.09E+06,1.75E+06,2.58E+06,3.41E+06,3.88E+06,3.99E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,9.5493,150,4.00E+06,0.51
8783.5,10752,12665,14475,16157,17699,19098,20353,21466,22439,23273,23973,24543,92940,2.91E+05,6.15E+05,1.09E+06,1.75E+06,2.60E+06,3.46E+06,3.90E+06,3.99E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,10.186,150,4.00E+06,0.51
8797.6,10770,12685,14497,16181,17724,19123,20378,21490,22462,23296,23995,24564,92940,2.91E+05,6.15E+05,1.09E+06,1.76E+06,2.61E+06,3.47E+06,3.91E+06,3.99E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,10.823,150,4.00E+06,0.51
8801.6,10775,12691,14504,16188,17731,19131,20385,21498,22469,23303,24002,24570,92940,2.91E+05,6.15E+05,1.09E+06,1.76E+06,2.61E+06,3.48E+06,3.91E+06,3.99E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,11.459,150,4.00E+06,0.51
8801.9,10776,12692,14505,16189,17732,19131,20386,21498,22470,23304,24002,24571,92940,2.91E+05,6.15E+05,1.09E+06,1.76E+06,2.61E+06,3.48E+06,3.91E+06,3.99E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,12.096,150,4.00E+06,0.51
8801.9,10776,12692,14505,16189,17732,19131,20386,21498,22470,23304,24002,24571,92940,2.91E+05,6.15E+05,1.09E+06,1.76E+06,2.61E+06,3.48E+06,3.91E+06,3.99E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,12.732,150,4.00E+06,0.51
8801.9,10776,12692,14505,16189,17732,19131,20386,21498,22470,23304,24002,24571,92940,2.91E+05,6.15E+05,1.09E+06,1.76E+06,2.61E+06,3.48E+06,3.91E+06,3.99E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,4.00E+06,13.369,150,4.00E+06,0.51
4130.8,5353.3,6674.5,8063,9488.7,10923,12338,13711,15019,16243,17368,18381,19275,14015,94106,2.41E+05,4.60E+05,7.62E+05,1.15E+06,1.58E+06,2.05E+06,2.53E+06,2.98E+06,3.40E+06,3.77E+06,4.11E+06,4.35E+06,4.46E+06,4.49E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,13.022,110,4.50E+06,0.43
4233.6,5521.9,6921.4,8394.8,9905.4,11420,12907,14341,15699,16962,18115,19147,20053,14015,94106,2.41E+05,4.60E+05,7.63E+05,1.16E+06,1.63E+06,2.14E+06,2.68E+06,3.22E+06,3.72E+06,4.13E+06,4.38E+06,4.48E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,13.89,110,4.50E+06,0.43
4305.6,5639.9,7092.8,8622.1,10187,11750,13280,14748,16133,17416,18582,19622,20531,14015,94106,2.41E+05,4.60E+05,7.63E+05,1.16E+06,1.65E+06,2.21E+06,2.80E+06,3.41E+06,3.96E+06,4.32E+06,4.46E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,14.758,110,4.50E+06,0.43
4353.1,5717.5,7204.4,8768.3,10366,11958,13511,14999,16398,17690,18862,19905,20814,14015,94106,2.41E+05,4.60E+05,7.63E+05,1.16E+06,1.67E+06,2.26E+06,2.90E+06,3.55E+06,4.10E+06,4.40E+06,4.48E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,15.626,110,4.50E+06,0.43
4383.9,5768.3,7277.7,8864.4,10483,12093,13662,15161,16569,17867,19043,20087,20995,14015,94106,2.41E+05,4.60E+05,7.63E+05,1.16E+06,1.67E+06,2.29E+06,2.97E+06,3.66E+06,4.19E+06,4.43E+06,4.49E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,16.494,110,4.50E+06,0.43
4403.2,5800.6,7324.8,8926.4,10559,12181,13760,15267,16681,17983,19160,20206,21114,14015,94106,2.41E+05,4.60E+05,7.63E+05,1.16E+06,1.68E+06,2.30E+06,3.02E+06,3.74E+06,4.25E+06,4.45E+06,4.49E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,17.362,110,4.50E+06,0.43
4414.3,5819.5,7352.5,8963.2,10604,12234,13819,15331,16748,18052,19231,20277,21185,14015,94106,2.41E+05,4.60E+05,7.63E+05,1.16E+06,1.68E+06,2.31E+06,3.05E+06,3.79E+06,4.28E+06,4.46E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,18.23,110,4.50E+06,0.43
4980.8,6416.9,7949.6,9536,11137,12718,14250,15710,17077,18336,19475,20484,21360,23547,1.24E+05,2.99E+05,5.59E+05,9.18E+05,1.37E+06,1.89E+06,2.45E+06,3.02E+06,3.55E+06,4.01E+06,4.33E+06,4.46E+06,4.49E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,11.937,120,4.50E+06,0.43
5088.5,6583.9,8181.2,9831.6,11491,13123,14697,16189,17579,18853,20000,21012,21886,23547,1.24E+05,2.99E+05,5.59E+05,9.19E+05,1.39E+06,1.95E+06,2.56E+06,3.19E+06,3.81E+06,4.25E+06,4.45E+06,4.49E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,12.732,120,4.50E+06,0.43
5157.9,6690.5,8327.1,10015,11708,13367,14963,16471,17872,19153,20302,21314,22185,23547,1.24E+05,2.99E+05,5.59E+05,9.20E+05,1.39E+06,1.98E+06,2.64E+06,3.33E+06,3.97E+06,4.35E+06,4.48E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,13.528,120,4.50E+06,0.43
5202,6758.7,8420.5,10132,11846,13523,15132,16649,18057,19341,20491,21502,22372,23547,1.24E+05,2.99E+05,5.59E+05,9.20E+05,1.40E+06,1.99E+06,2.69E+06,3.43E+06,4.07E+06,4.40E+06,4.49E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,14.324,120,4.50E+06,0.43
5229.1,6801.1,8479,10206,11933,13621,15239,16762,18174,19460,20611,21622,22490,23547,1.24E+05,2.99E+05,5.59E+05,9.20E+05,1.40E+06,2.00E+06,2.73E+06,3.51E+06,4.14E+06,4.43E+06,4.49E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,15.12,120,4.50E+06,0.43
5244.1,6825,8512.2,10248,11983,13678,15300,16827,18241,19529,20680,21691,22558,23547,1.24E+05,2.99E+05,5.59E+05,9.20E+05,1.40E+06,2.00E+06,2.74E+06,3.55E+06,4.18E+06,4.44E+06,4.49E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,15.915,120,4.50E+06,0.43
5251.4,6836.6,8528.5,10269,12008,13706,15331,16860,18275,19563,20715,21726,22593,23547,1.24E+05,2.99E+05,5.59E+05,9.20E+05,1.40E+06,2.01E+06,2.75E+06,3.58E+06,4.20E+06,4.45E+06,4.49E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,16.711,120,4.50E+06,0.43
5878.1,7513.4,9228.8,10971,12697,14371,15966,17462,18843,20097,21216,22194,23032,35345,1.57E+05,3.62E+05,6.67E+05,1.09E+06,1.62E+06,2.23E+06,2.88E+06,3.54E+06,4.09E+06,4.39E+06,4.48E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,11.018,130,4.50E+06,0.43
5979.1,7660.9,9422.5,11207,12968,14670,16286,17796,19185,20442,21560,22536,23367,35345,1.57E+05,3.62E+05,6.67E+05,1.09E+06,1.64E+06,2.29E+06,3.00E+06,3.71E+06,4.24E+06,4.45E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,11.753,130,4.50E+06,0.43
6042.1,7752.9,9543,11353,13135,14854,16481,17998,19392,20650,21768,22741,23568,35345,1.57E+05,3.62E+05,6.67E+05,1.09E+06,1.65E+06,2.33E+06,3.09E+06,3.84E+06,4.31E+06,4.47E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,12.488,130,4.50E+06,0.43
6080.2,7809.1,9617.1,11443,13239,14967,16602,18124,19520,20779,21896,22867,23693,35345,1.57E+05,3.62E+05,6.67E+05,1.09E+06,1.65E+06,2.35E+06,3.15E+06,3.92E+06,4.36E+06,4.48E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,13.222,130,4.50E+06,0.43
6100.9,7840.1,9658.2,11493,13296,15031,16670,18195,19592,20852,21969,22939,23763,35345,1.57E+05,3.62E+05,6.67E+05,1.09E+06,1.65E+06,2.36E+06,3.19E+06,3.97E+06,4.38E+06,4.49E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,13.957,130,4.50E+06,0.43
6110.5,7854.5,9677.4,11517,13324,15061,16702,18228,19626,20887,22003,22973,23797,35345,1.57E+05,3.62E+05,6.67E+05,1.09E+06,1.65E+06,2.36E+06,3.21E+06,3.99E+06,4.39E+06,4.49E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,14.691,130,4.50E+06,0.43
6114.5,7860.6,9685.7,11527,13336,15074,16716,18243,19642,20902,22019,22988,23812,35345,1.57E+05,3.62E+05,6.67E+05,1.09E+06,1.65E+06,2.36E+06,3.21E+06,4.00E+06,4.40E+06,4.49E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,15.426,130,4.50E+06,0.43
6798.3,8607.1,10469,12325,14131,15855,17474,18973,20340,21568,22651,23588,24380,49054,1.92E+05,4.30E+05,7.83E+05,1.27E+06,1.89E+06,2.59E+06,3.34E+06,4.01E+06,4.38E+06,4.48E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,10.231,140,4.50E+06,0.43
6888.6,8732.8,10627,12511,14339,16078,17708,19213,20582,21809,22889,23822,24607,49054,1.92E+05,4.30E+05,7.83E+05,1.27E+06,1.91E+06,2.66E+06,3.47E+06,4.13E+06,4.43E+06,4.49E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,10.913,140,4.50E+06,0.43
6942.8,8808.7,10723,12624,14465,16215,17851,19359,20729,21955,23034,23963,24745,49054,1.92E+05,4.30E+05,7.83E+05,1.27E+06,1.92E+06,2.70E+06,3.55E+06,4.20E+06,4.45E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,11.596,140,4.50E+06,0.43
6972,8850,10776,12686,14535,16290,17929,19439,20810,22037,23114,24042,24822,49054,1.92E+05,4.30E+05,7.83E+05,1.27E+06,1.92E+06,2.73E+06,3.61E+06,4.24E+06,4.46E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,12.278,140,4.50E+06,0.43
6985.9,8870,10801,12717,14569,16327,17968,19479,20851,22077,23154,24081,24860,49054,1.92E+05,4.30E+05,7.83E+05,1.27E+06,1.92E+06,2.74E+06,3.63E+06,4.26E+06,4.47E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,12.96,140,4.50E+06,0.43
6990.6,8876.8,10810,12727,14581,16340,17982,19493,20865,22091,23168,24095,24874,49054,1.92E+05,4.30E+05,7.83E+05,1.27E+06,1.92E+06,2.74E+06,3.64E+06,4.27E+06,4.47E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,13.642,140,4.50E+06,0.43
6991.8,8878.5,10812,12730,14584,16343,17985,19497,20869,22095,23172,24099,24877,49054,1.92E+05,4.30E+05,7.83E+05,1.27E+06,1.92E+06,2.74E+06,3.65E+06,4.27E+06,4.47E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,14.324,140,4.50E+06,0.43
7725.7,9681.4,11657,13593,15448,17193,18813,20296,21636,22828,23870,24762,25507,64431,2.30E+05,5.03E+05,9.08E+05,1.47E+06,2.17E+06,2.98E+06,3.78E+06,4.30E+06,4.47E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,9.5493,150,4.50E+06,0.43
7803.6,9785.9,11785,13739,15608,17362,18988,20473,21812,23002,24040,24928,25667,64431,2.30E+05,5.03E+05,9.08E+05,1.47E+06,2.20E+06,3.05E+06,3.88E+06,4.36E+06,4.48E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,10.186,150,4.50E+06,0.43
7846.3,9843.7,11856,13821,15697,17457,19085,20572,21911,23099,24135,25021,25757,64431,2.30E+05,5.03E+05,9.08E+05,1.47E+06,2.21E+06,3.10E+06,3.94E+06,4.39E+06,4.49E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,10.823,150,4.50E+06,0.43
7866.1,9870.7,11889,13859,15739,17502,19132,20619,21958,23146,24181,25065,25800,64431,2.30E+05,5.03E+05,9.08E+05,1.47E+06,2.21E+06,3.12E+06,3.98E+06,4.40E+06,4.49E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,11.459,150,4.50E+06,0.43
7873.6,9881,11902,13874,15756,17520,19150,20637,21976,23164,24199,25083,25818,64431,2.30E+05,5.03E+05,9.08E+05,1.47E+06,2.21E+06,3.13E+06,3.99E+06,4.41E+06,4.49E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,12.096,150,4.50E+06,0.43
7875.2,9883.2,11905,13878,15760,17524,19154,20642,21981,23168,24203,25087,25821,64431,2.30E+05,5.03E+05,9.08E+05,1.47E+06,2.21E+06,3.13E+06,3.99E+06,4.41E+06,4.49E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,12.732,150,4.50E+06,0.43
7875.3,9883.3,11905,13878,15760,17524,19154,20642,21981,23168,24203,25087,25822,64431,2.30E+05,5.03E+05,9.08E+05,1.47E+06,2.21E+06,3.13E+06,3.99E+06,4.41E+06,4.49E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,13.369,150,4.50E+06,0.43
8648.5,10726,12789,14778,16659,18407,20013,21470,22775,23926,24924,25772,26471,81285,2.70E+05,5.81E+05,1.04E+06,1.68E+06,2.48E+06,3.37E+06,4.12E+06,4.44E+06,4.49E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,8.9525,160,4.50E+06,0.43
8711.7,10808,12886,14888,16776,18530,20138,21595,22898,24047,25042,25886,26581,81285,2.70E+05,5.81E+05,1.04E+06,1.68E+06,2.50E+06,3.44E+06,4.18E+06,4.45E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,9.5493,160,4.50E+06,0.43
8742.4,10848,12935,14942,16835,18591,20201,21658,22960,24108,25102,25943,26636,81285,2.70E+05,5.81E+05,1.04E+06,1.68E+06,2.51E+06,3.48E+06,4.21E+06,4.46E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,10.146,160,4.50E+06,0.43
8753.8,10863,12953,14963,16857,18614,20224,21681,22984,24131,25124,25965,26657,81285,2.70E+05,5.81E+05,1.04E+06,1.68E+06,2.52E+06,3.50E+06,4.23E+06,4.47E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,10.743,160,4.50E+06,0.43
8757.1,10868,12958,14969,16864,18621,20231,21689,22991,24138,25131,25972,26664,81285,2.70E+05,5.81E+05,1.04E+06,1.68E+06,2.52E+06,3.50E+06,4.23E+06,4.47E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,11.34,160,4.50E+06,0.43
8757.3,10868,12958,14969,16864,18622,20232,21689,22992,24139,25132,25972,26665,81285,2.70E+05,5.81E+05,1.04E+06,1.68E+06,2.52E+06,3.50E+06,4.23E+06,4.47E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,11.937,160,4.50E+06,0.43
8757.3,10868,12958,14969,16864,18622,20232,21689,22992,24139,25132,25972,26665,81285,2.70E+05,5.81E+05,1.04E+06,1.68E+06,2.52E+06,3.50E+06,4.23E+06,4.47E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,12.533,160,4.50E+06,0.43
4235.4,5485.3,6834.3,8249.8,9700.2,11156,12590,13977,15296,16527,17656,18671,19564,15055,97753,2.48E+05,4.72E+05,7.81E+05,1.17E+06,1.62E+06,2.10E+06,2.59E+06,3.05E+06,3.47E+06,3.86E+06,4.18E+06,4.39E+06,4.48E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,13.022,110,4.50E+06,0.44
4339.6,5655,7081.3,8579.7,10112,11645,13146,14590,15955,17222,18376,19407,20310,15055,97753,2.48E+05,4.72E+05,7.82E+05,1.19E+06,1.67E+06,2.19E+06,2.74E+06,3.29E+06,3.80E+06,4.20E+06,4.41E+06,4.48E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,13.89,110,4.50E+06,0.44
4411.6,5772.1,7250.1,8801.8,10385,11964,13504,14980,16369,17653,18818,19856,20760,15055,97753,2.48E+05,4.72E+05,7.82E+05,1.19E+06,1.69E+06,2.26E+06,2.87E+06,3.48E+06,4.03E+06,4.36E+06,4.48E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,14.758,110,4.50E+06,0.44
4458.8,5848.6,7359.3,8944,10558,12163,13726,15219,16620,17913,19083,20123,21027,15055,97753,2.48E+05,4.72E+05,7.82E+05,1.19E+06,1.71E+06,2.31E+06,2.96E+06,3.63E+06,4.16E+06,4.42E+06,4.49E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,15.626,110,4.50E+06,0.44
4489.3,5898.6,7430.9,9037.4,10672,12294,13871,15375,16784,18082,19255,20296,21199,15055,97753,2.48E+05,4.72E+05,7.82E+05,1.19E+06,1.71E+06,2.34E+06,3.04E+06,3.73E+06,4.24E+06,4.45E+06,4.49E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,16.494,110,4.50E+06,0.44
4508.2,5929.9,7476.4,9096.9,10744,12378,13964,15475,16890,18191,19366,20407,21311,15055,97753,2.48E+05,4.72E+05,7.82E+05,1.19E+06,1.72E+06,2.36E+06,3.09E+06,3.80E+06,4.29E+06,4.46E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,4.50E+06,17.362,110,4.50E+06,0.44
